dataset,analysis,example_id,n_source,n_predicted,n_matched,n_omitted,n_added,omitted_predicates,added_predicates
FA,structuring_vs_input,169,1,1,1,0,0,,
FA,ordering_vs_input,170,3,2,2,1,0,imdbId,
FA,structuring_vs_ordering,170,2,2,2,0,0,,
FA,structuring_vs_input,170,3,2,2,1,0,imdbId,
FA,ordering_vs_input,171,4,2,2,2,0,editing | producer,
FA,structuring_vs_ordering,171,2,2,2,0,0,,
FA,structuring_vs_input,171,4,2,2,2,0,editing | producer,
FA,ordering_vs_input,172,2,2,2,0,0,,
FA,structuring_vs_ordering,172,2,2,2,0,0,,
FA,structuring_vs_input,172,2,2,2,0,0,,
FA,ordering_vs_input,173,4,4,4,0,0,,
FA,structuring_vs_ordering,173,4,4,4,0,0,,
FA,structuring_vs_input,173,4,4,4,0,0,,
FA,ordering_vs_input,174,2,2,2,0,0,,
FA,structuring_vs_ordering,174,2,2,2,0,0,,
FA,structuring_vs_input,174,2,2,2,0,0,,
FA,ordering_vs_input,175,5,5,5,0,0,,
FA,structuring_vs_ordering,175,5,5,5,0,0,,
FA,structuring_vs_input,175,5,5,5,0,0,,
FA,ordering_vs_input,176,4,3,3,1,0,type,
FA,structuring_vs_ordering,176,3,3,3,0,0,,
FA,structuring_vs_input,176,4,3,3,1,0,type,
FA,ordering_vs_input,177,1,1,1,0,0,,
FA,structuring_vs_ordering,177,1,1,1,0,0,,
FA,structuring_vs_input,177,1,1,1,0,0,,
FA,ordering_vs_input,178,2,2,2,0,0,,
FA,structuring_vs_ordering,178,2,2,2,0,0,,
FA,structuring_vs_input,178,2,2,2,0,0,,
FA,ordering_vs_input,179,3,1,1,2,0,producer | runtime,
FA,structuring_vs_ordering,179,1,1,1,0,0,,
FA,structuring_vs_input,179,3,1,1,2,0,producer | runtime,
FA,ordering_vs_input,180,4,4,4,0,0,,
FA,structuring_vs_ordering,180,4,4,4,0,0,,
FA,structuring_vs_input,180,4,4,4,0,0,,
FA,ordering_vs_input,181,3,3,3,0,0,,
FA,structuring_vs_ordering,181,3,3,3,0,0,,
FA,structuring_vs_input,181,3,3,3,0,0,,
FA,ordering_vs_input,182,6,6,6,0,0,,
FA,structuring_vs_ordering,182,6,6,6,0,0,,
FA,structuring_vs_input,182,6,6,6,0,0,,
FA,ordering_vs_input,183,4,3,3,1,0,writer,
FA,structuring_vs_ordering,183,3,3,3,0,0,,
FA,structuring_vs_input,183,4,3,3,1,0,writer,
FA,ordering_vs_input,184,3,3,3,0,0,,
FA,structuring_vs_ordering,184,3,3,3,0,0,,
FA,structuring_vs_input,184,3,3,3,0,0,,
FA,ordering_vs_input,185,1,1,1,0,0,,
FA,structuring_vs_ordering,185,1,1,1,0,0,,
FA,structuring_vs_input,185,1,1,1,0,0,,
FA,ordering_vs_input,186,4,4,4,0,0,,
FA,structuring_vs_ordering,186,4,4,4,0,0,,
FA,structuring_vs_input,186,4,4,4,0,0,,
FA,ordering_vs_input,187,3,3,3,0,0,,
FA,structuring_vs_ordering,187,3,3,3,0,0,,
FA,structuring_vs_input,187,3,3,3,0,0,,
FA,ordering_vs_input,188,4,4,4,0,0,,
FA,structuring_vs_ordering,188,4,4,4,0,0,,
FA,structuring_vs_input,188,4,4,4,0,0,,
FA,ordering_vs_input,189,4,3,3,1,0,meaning,
FA,structuring_vs_ordering,189,3,3,3,0,0,,
FA,structuring_vs_input,189,4,3,3,1,0,meaning,
FA,ordering_vs_input,190,6,5,5,1,0,professionalField,
FA,structuring_vs_ordering,190,5,5,5,0,0,,
FA,structuring_vs_input,190,6,5,5,1,0,professionalField,
FA,ordering_vs_input,191,1,1,1,0,0,,
FA,structuring_vs_ordering,191,1,1,1,0,0,,
FA,structuring_vs_input,191,1,1,1,0,0,,
FA,ordering_vs_input,192,5,3,3,2,0,type | runtime,
FA,structuring_vs_ordering,192,3,3,3,0,0,,
FA,structuring_vs_input,192,5,3,3,2,0,type | runtime,
FA,ordering_vs_input,193,5,5,5,0,0,,
FA,structuring_vs_ordering,193,5,5,5,0,0,,
FA,structuring_vs_input,193,5,5,5,0,0,,
FA,ordering_vs_input,194,4,4,4,0,0,,
FA,structuring_vs_ordering,194,4,4,4,0,0,,
FA,structuring_vs_input,194,4,4,4,0,0,,
FA,ordering_vs_input,195,1,1,1,0,0,,
FA,structuring_vs_ordering,195,1,1,1,0,0,,
FA,structuring_vs_input,195,1,1,1,0,0,,
FA,ordering_vs_input,196,1,1,1,0,0,,
FA,structuring_vs_ordering,196,1,1,1,0,0,,
FA,structuring_vs_input,196,1,1,1,0,0,,
FA,ordering_vs_input,197,5,2,2,3,0,cinematography | runtime | gross,
FA,structuring_vs_ordering,197,2,2,2,0,0,,
FA,structuring_vs_input,197,5,2,2,3,0,cinematography | runtime | gross,
FA,ordering_vs_input,198,5,5,5,0,0,,
FA,structuring_vs_ordering,198,5,5,5,0,0,,
FA,structuring_vs_input,198,5,5,5,0,0,,
FA,ordering_vs_input,199,3,3,3,0,0,,
FA,structuring_vs_ordering,199,3,3,3,0,0,,
FA,structuring_vs_input,199,3,3,3,0,0,,
FA,ordering_vs_input,200,5,5,5,0,0,,
FA,structuring_vs_ordering,200,5,5,5,0,0,,
FA,structuring_vs_input,200,5,5,5,0,0,,
FA,ordering_vs_input,201,2,2,2,0,0,,
FA,structuring_vs_ordering,201,2,2,2,0,0,,
FA,structuring_vs_input,201,2,2,2,0,0,,
FA,ordering_vs_input,202,4,4,4,0,0,,
FA,structuring_vs_ordering,202,4,4,4,0,0,,
FA,structuring_vs_input,202,4,4,4,0,0,,
FA,ordering_vs_input,203,3,3,3,0,0,,
FA,structuring_vs_ordering,203,3,3,3,0,0,,
FA,structuring_vs_input,203,3,3,3,0,0,,
FA,ordering_vs_input,204,1,1,1,0,0,,
FA,structuring_vs_ordering,204,1,1,1,0,0,,
FA,structuring_vs_input,204,1,1,1,0,0,,
FA,ordering_vs_input,205,2,2,2,0,0,,
FA,structuring_vs_ordering,205,2,2,2,0,0,,
FA,structuring_vs_input,205,2,2,2,0,0,,
FA,ordering_vs_input,206,5,4,4,1,0,citizenship,
FA,structuring_vs_ordering,206,4,4,4,0,0,,
FA,structuring_vs_input,206,5,4,4,1,0,citizenship,
FA,ordering_vs_input,207,2,2,2,0,0,,
FA,structuring_vs_ordering,207,2,2,2,0,0,,
FA,structuring_vs_input,207,2,2,2,0,0,,
FA,ordering_vs_input,208,2,2,2,0,0,,
FA,structuring_vs_ordering,208,2,2,2,0,0,,
FA,structuring_vs_input,208,2,2,2,0,0,,
FA,ordering_vs_input,209,5,5,5,0,0,,
FA,structuring_vs_ordering,209,5,5,5,0,0,,
FA,structuring_vs_input,209,5,5,5,0,0,,
FA,ordering_vs_input,210,1,1,1,0,0,,
FA,structuring_vs_ordering,210,1,1,1,0,0,,
FA,structuring_vs_input,210,1,1,1,0,0,,
FA,ordering_vs_input,211,3,3,3,0,0,,
FA,structuring_vs_ordering,211,3,3,3,0,0,,
FA,structuring_vs_input,211,3,3,3,0,0,,
FA,ordering_vs_input,212,4,1,1,3,0,runtime | editing | producer,
FA,structuring_vs_ordering,212,1,1,1,0,0,,
FA,structuring_vs_input,212,4,1,1,3,0,runtime | editing | producer,
FA,ordering_vs_input,213,5,4,4,1,0,professionalField,
FA,structuring_vs_ordering,213,4,4,4,0,0,,
FA,structuring_vs_input,213,5,4,4,1,0,professionalField,
FA,ordering_vs_input,214,1,1,1,0,0,,
FA,structuring_vs_ordering,214,1,1,1,0,0,,
FA,structuring_vs_input,214,1,1,1,0,0,,
FA,ordering_vs_input,215,3,1,1,2,0,runtime | producer,
FA,structuring_vs_ordering,215,1,1,1,0,0,,
FA,structuring_vs_input,215,3,1,1,2,0,runtime | producer,
FA,ordering_vs_input,216,4,4,4,0,0,,
FA,structuring_vs_ordering,216,4,4,4,0,0,,
FA,structuring_vs_input,216,4,4,4,0,0,,
FA,ordering_vs_input,217,1,1,1,0,0,,
FA,structuring_vs_ordering,217,1,1,1,0,0,,
FA,structuring_vs_input,217,1,1,1,0,0,,
FA,ordering_vs_input,218,1,1,1,0,0,,
FA,structuring_vs_ordering,218,1,1,1,0,0,,
FA,structuring_vs_input,218,1,1,1,0,0,,
FA,ordering_vs_input,219,3,3,3,0,0,,
FA,structuring_vs_ordering,219,3,3,3,0,0,,
FA,structuring_vs_input,219,3,3,3,0,0,,
FA,ordering_vs_input,220,4,1,1,3,0,artist | producer | runtime,
FA,structuring_vs_ordering,220,1,1,1,0,0,,
FA,structuring_vs_input,220,4,1,1,3,0,artist | producer | runtime,
FA,ordering_vs_input,221,5,3,3,2,0,citizenship | professionalField,
FA,structuring_vs_ordering,221,3,3,3,0,0,,
FA,structuring_vs_input,221,5,3,3,2,0,citizenship | professionalField,
FA,ordering_vs_input,222,3,3,3,0,0,,
FA,structuring_vs_ordering,222,3,3,3,0,0,,
FA,structuring_vs_input,222,3,3,3,0,0,,
FA,ordering_vs_input,223,1,1,1,0,0,,
FA,structuring_vs_ordering,223,1,1,1,0,0,,
FA,structuring_vs_input,223,1,1,1,0,0,,
FA,ordering_vs_input,224,1,1,1,0,0,,
FA,structuring_vs_ordering,224,1,1,1,0,0,,
FA,structuring_vs_input,224,1,1,1,0,0,,
FA,ordering_vs_input,225,3,3,3,0,0,,
FA,structuring_vs_ordering,225,3,3,3,0,0,,
FA,structuring_vs_input,225,3,3,3,0,0,,
FA,ordering_vs_input,226,2,2,2,0,0,,
FA,structuring_vs_ordering,226,2,2,2,0,0,,
FA,structuring_vs_input,226,2,2,2,0,0,,
FA,ordering_vs_input,227,4,3,3,1,0,runtime,
FA,structuring_vs_ordering,227,3,3,3,0,0,,
FA,structuring_vs_input,227,4,3,3,1,0,runtime,
FA,ordering_vs_input,228,3,3,3,0,0,,
FA,structuring_vs_ordering,228,3,3,3,0,0,,
FA,structuring_vs_input,228,3,3,3,0,0,,
FA,ordering_vs_input,229,2,2,2,0,0,,
FA,structuring_vs_ordering,229,2,2,2,0,0,,
FA,structuring_vs_input,229,2,2,2,0,0,,
FA,ordering_vs_input,230,2,2,2,0,0,,
FA,structuring_vs_ordering,230,2,2,2,0,0,,
FA,structuring_vs_input,230,2,2,2,0,0,,
FA,ordering_vs_input,231,4,3,3,1,0,editing,
FA,structuring_vs_ordering,231,3,3,3,0,0,,
FA,structuring_vs_input,231,4,3,3,1,0,editing,
FA,ordering_vs_input,232,1,1,1,0,0,,
FA,structuring_vs_ordering,232,1,1,1,0,0,,
FA,structuring_vs_input,232,1,1,1,0,0,,
FA,ordering_vs_input,233,5,5,5,0,0,,
FA,structuring_vs_ordering,233,5,5,5,0,0,,
FA,structuring_vs_input,233,5,5,5,0,0,,
FA,ordering_vs_input,234,6,2,2,4,0,producer | runtime | artist | type,
FA,structuring_vs_ordering,234,2,2,2,0,0,,
FA,structuring_vs_input,234,6,2,2,4,0,producer | runtime | artist | type,
FA,ordering_vs_input,235,3,3,3,0,0,,
FA,structuring_vs_ordering,235,3,3,3,0,0,,
FA,structuring_vs_input,235,3,3,3,0,0,,
FA,ordering_vs_input,236,5,5,5,0,0,,
FA,structuring_vs_ordering,236,5,5,5,0,0,,
FA,structuring_vs_input,236,5,5,5,0,0,,
FA,ordering_vs_input,237,7,6,6,1,0,architect,
FA,structuring_vs_ordering,237,6,6,6,0,0,,
FA,structuring_vs_input,237,7,6,6,1,0,architect,
FA,ordering_vs_input,238,6,6,6,0,0,,
FA,structuring_vs_ordering,238,6,6,6,0,0,,
FA,structuring_vs_input,238,6,6,6,0,0,,
FA,ordering_vs_input,239,4,4,4,0,0,,
FA,structuring_vs_ordering,239,4,4,4,0,0,,
FA,structuring_vs_input,239,4,4,4,0,0,,
FA,ordering_vs_input,240,3,3,3,0,0,,
FA,structuring_vs_ordering,240,3,3,3,0,0,,
FA,structuring_vs_input,240,3,3,3,0,0,,
FA,ordering_vs_input,241,2,2,2,0,0,,
FA,structuring_vs_ordering,241,2,2,2,0,0,,
FA,structuring_vs_input,241,2,2,2,0,0,,
FA,ordering_vs_input,242,4,2,2,2,0,citizenship | professionalField,
FA,structuring_vs_ordering,242,2,2,2,0,0,,
FA,structuring_vs_input,242,4,2,2,2,0,citizenship | professionalField,
FA,ordering_vs_input,243,7,6,6,1,0,type,
FA,structuring_vs_ordering,243,6,6,6,0,0,,
FA,structuring_vs_input,243,7,6,6,1,0,type,
FA,ordering_vs_input,244,6,5,5,1,0,city,
FA,structuring_vs_ordering,244,5,5,5,0,0,,
FA,structuring_vs_input,244,6,5,5,1,0,city,
FA,ordering_vs_input,245,4,4,4,0,0,,
FA,structuring_vs_ordering,245,4,4,4,0,0,,
FA,structuring_vs_input,245,4,4,4,0,0,,
FA,ordering_vs_input,246,6,6,6,0,0,,
FA,structuring_vs_ordering,246,6,6,6,0,0,,
FA,structuring_vs_input,246,6,6,6,0,0,,
FA,ordering_vs_input,247,1,1,1,0,0,,
FA,structuring_vs_ordering,247,1,1,1,0,0,,
FA,structuring_vs_input,247,1,1,1,0,0,,
FA,ordering_vs_input,248,3,3,3,0,0,,
FA,structuring_vs_ordering,248,3,3,3,0,0,,
FA,structuring_vs_input,248,3,3,3,0,0,,
FA,ordering_vs_input,249,1,1,1,0,0,,
FA,structuring_vs_ordering,249,1,1,1,0,0,,
FA,structuring_vs_input,249,1,1,1,0,0,,
FA,ordering_vs_input,250,2,2,2,0,0,,
FA,structuring_vs_ordering,250,2,2,2,0,0,,
FA,structuring_vs_input,250,2,2,2,0,0,,
FA,ordering_vs_input,251,5,5,5,0,0,,
FA,structuring_vs_ordering,251,5,5,5,0,0,,
FA,structuring_vs_input,251,5,5,5,0,0,,
FA,ordering_vs_input,252,2,2,2,0,0,,
FA,structuring_vs_ordering,252,2,2,2,0,0,,
FA,structuring_vs_input,252,2,2,2,0,0,,
FA,ordering_vs_input,253,2,2,2,0,0,,
FA,structuring_vs_ordering,253,2,2,2,0,0,,
FA,structuring_vs_input,253,2,2,2,0,0,,
FA,ordering_vs_input,254,4,4,4,0,0,,
FA,structuring_vs_ordering,254,4,4,4,0,0,,
FA,structuring_vs_input,254,4,4,4,0,0,,
FA,ordering_vs_input,255,7,3,3,4,0,recordedIn | recordedIn | releaseDate | runtime,
FA,structuring_vs_ordering,255,3,3,3,0,0,,
FA,structuring_vs_input,255,7,3,3,4,0,recordedIn | recordedIn | releaseDate | runtime,
FA,ordering_vs_input,256,5,5,5,0,0,,
FA,structuring_vs_ordering,256,5,5,5,0,0,,
FA,structuring_vs_input,256,5,5,5,0,0,,
FA,ordering_vs_input,257,1,1,1,0,0,,
FA,structuring_vs_ordering,257,1,1,1,0,0,,
FA,structuring_vs_input,257,1,1,1,0,0,,
FA,ordering_vs_input,258,4,4,4,0,0,,
FA,structuring_vs_ordering,258,4,4,4,0,0,,
FA,structuring_vs_input,258,4,4,4,0,0,,
FA,ordering_vs_input,259,3,2,2,1,0,releaseDate,
FA,structuring_vs_ordering,259,2,2,2,0,0,,
FA,structuring_vs_input,259,3,2,2,1,0,releaseDate,
FA,ordering_vs_input,260,3,3,3,0,0,,
FA,structuring_vs_ordering,260,3,3,3,0,0,,
FA,structuring_vs_input,260,3,3,3,0,0,,
FA,ordering_vs_input,261,6,2,2,4,0,runtime | artist | producer | producer,
FA,structuring_vs_ordering,261,2,2,2,0,0,,
FA,structuring_vs_input,261,6,2,2,4,0,runtime | artist | producer | producer,
FA,ordering_vs_input,262,2,2,2,0,0,,
FA,structuring_vs_ordering,262,2,2,2,0,0,,
FA,structuring_vs_input,262,2,2,2,0,0,,
FA,ordering_vs_input,263,1,1,1,0,0,,
FA,structuring_vs_ordering,263,1,1,1,0,0,,
FA,structuring_vs_input,263,1,1,1,0,0,,
FA,ordering_vs_input,264,2,1,1,1,0,professionalField,
FA,structuring_vs_ordering,264,1,1,1,0,0,,
FA,structuring_vs_input,264,2,1,1,1,0,professionalField,
FA,ordering_vs_input,265,5,5,5,0,0,,
FA,structuring_vs_ordering,265,5,5,5,0,0,,
FA,structuring_vs_input,265,5,5,5,0,0,,
FA,ordering_vs_input,266,2,2,2,0,0,,
FA,structuring_vs_ordering,266,2,2,2,0,0,,
FA,structuring_vs_input,266,2,2,2,0,0,,
FA,ordering_vs_input,267,4,3,3,1,0,mission,
FA,structuring_vs_ordering,267,3,3,3,0,0,,
FA,structuring_vs_input,267,4,3,3,1,0,mission,
FA,ordering_vs_input,268,4,4,4,0,0,,
FA,structuring_vs_ordering,268,4,4,4,0,0,,
FA,structuring_vs_input,268,4,4,4,0,0,,
FA,ordering_vs_input,269,4,4,4,0,0,,
FA,structuring_vs_ordering,269,4,4,4,0,0,,
FA,structuring_vs_input,269,4,4,4,0,0,,
FA,ordering_vs_input,270,6,6,6,0,0,,
FA,structuring_vs_ordering,270,6,6,6,0,0,,
FA,structuring_vs_input,270,6,6,6,0,0,,
FA,ordering_vs_input,271,1,1,1,0,0,,
FA,structuring_vs_ordering,271,1,1,1,0,0,,
FA,structuring_vs_input,271,1,1,1,0,0,,
FA,ordering_vs_input,272,2,2,2,0,0,,
FA,structuring_vs_ordering,272,2,2,2,0,0,,
FA,structuring_vs_input,272,2,2,2,0,0,,
FA,ordering_vs_input,273,1,1,1,0,0,,
FA,structuring_vs_ordering,273,1,1,1,0,0,,
FA,structuring_vs_input,273,1,1,1,0,0,,
FA,ordering_vs_input,274,5,5,5,0,0,,
FA,structuring_vs_ordering,274,5,5,5,0,0,,
FA,structuring_vs_input,274,5,5,5,0,0,,
FA,ordering_vs_input,275,2,2,2,0,0,,
FA,structuring_vs_ordering,275,2,2,2,0,0,,
FA,structuring_vs_input,275,2,2,2,0,0,,
FA,ordering_vs_input,276,4,2,2,2,0,cinematography | gross,
FA,structuring_vs_ordering,276,2,2,2,0,0,,
FA,structuring_vs_input,276,4,2,2,2,0,cinematography | gross,
FA,ordering_vs_input,277,1,1,1,0,0,,
FA,structuring_vs_ordering,277,1,1,1,0,0,,
FA,structuring_vs_input,277,1,1,1,0,0,,
FA,ordering_vs_input,278,6,6,6,0,0,,
FA,structuring_vs_ordering,278,6,6,6,0,0,,
FA,structuring_vs_input,278,6,6,6,0,0,,
FA,ordering_vs_input,279,4,3,3,1,0,type,
FA,structuring_vs_ordering,279,3,3,3,0,0,,
FA,structuring_vs_input,279,4,3,3,1,0,type,
FA,ordering_vs_input,280,4,3,3,1,0,runtime,
FA,structuring_vs_ordering,280,3,3,3,0,0,,
FA,structuring_vs_input,280,4,3,3,1,0,runtime,
FA,ordering_vs_input,281,5,4,4,1,0,producer,
FA,structuring_vs_ordering,281,4,4,4,0,0,,
FA,structuring_vs_input,281,5,4,4,1,0,producer,
FA,ordering_vs_input,282,1,1,1,0,0,,
FA,structuring_vs_ordering,282,1,1,1,0,0,,
FA,structuring_vs_input,282,1,1,1,0,0,,
FA,ordering_vs_input,283,5,5,5,0,0,,
FA,structuring_vs_ordering,283,5,5,5,0,0,,
FA,structuring_vs_input,283,5,5,5,0,0,,
FA,ordering_vs_input,284,5,5,5,0,0,,
FA,structuring_vs_ordering,284,5,5,5,0,0,,
FA,structuring_vs_input,284,5,5,5,0,0,,
FA,ordering_vs_input,285,2,2,2,0,0,,
FA,structuring_vs_ordering,285,2,2,2,0,0,,
FA,structuring_vs_input,285,2,2,2,0,0,,
FA,ordering_vs_input,286,3,3,3,0,0,,
FA,structuring_vs_ordering,286,3,3,3,0,0,,
FA,structuring_vs_input,286,3,3,3,0,0,,
FA,ordering_vs_input,287,2,2,2,0,0,,
FA,structuring_vs_ordering,287,2,2,2,0,0,,
FA,structuring_vs_input,287,2,2,2,0,0,,
FA,ordering_vs_input,288,3,3,3,0,0,,
FA,structuring_vs_ordering,288,3,3,3,0,0,,
FA,structuring_vs_input,288,3,3,3,0,0,,
FA,ordering_vs_input,289,3,3,3,0,0,,
FA,structuring_vs_ordering,289,3,3,3,0,0,,
FA,structuring_vs_input,289,3,3,3,0,0,,
FA,ordering_vs_input,290,2,2,2,0,0,,
FA,structuring_vs_ordering,290,2,2,2,0,0,,
FA,structuring_vs_input,290,2,2,2,0,0,,
FA,ordering_vs_input,291,4,4,4,0,0,,
FA,structuring_vs_ordering,291,4,4,4,0,0,,
FA,structuring_vs_input,291,4,4,4,0,0,,
FA,ordering_vs_input,292,4,3,3,1,0,citizenship,
FA,structuring_vs_ordering,292,3,3,3,0,0,,
FA,structuring_vs_input,292,4,3,3,1,0,citizenship,
FA,ordering_vs_input,293,4,4,4,0,0,,
FA,structuring_vs_ordering,293,4,4,4,0,0,,
FA,structuring_vs_input,293,4,4,4,0,0,,
FA,ordering_vs_input,294,3,3,3,0,0,,
FA,structuring_vs_ordering,294,3,3,3,0,0,,
FA,structuring_vs_input,294,3,3,3,0,0,,
FA,ordering_vs_input,295,5,2,2,3,0,runtime | artist | producer,
FA,structuring_vs_ordering,295,2,2,2,0,0,,
FA,structuring_vs_input,295,5,2,2,3,0,runtime | artist | producer,
FA,ordering_vs_input,296,5,5,5,0,0,,
FA,structuring_vs_ordering,296,5,5,5,0,0,,
FA,structuring_vs_input,296,5,5,5,0,0,,
FA,ordering_vs_input,297,3,3,3,0,0,,
FA,structuring_vs_ordering,297,3,3,3,0,0,,
FA,structuring_vs_input,297,3,3,3,0,0,,
FA,ordering_vs_input,298,4,4,4,0,0,,
FA,structuring_vs_ordering,298,4,4,4,0,0,,
FA,structuring_vs_input,298,4,4,4,0,0,,
FA,ordering_vs_input,299,1,1,1,0,0,,
FA,structuring_vs_ordering,299,1,1,1,0,0,,
FA,structuring_vs_input,299,1,1,1,0,0,,
FA,ordering_vs_input,300,6,6,6,0,0,,
FA,structuring_vs_ordering,300,6,6,6,0,0,,
FA,structuring_vs_input,300,6,6,6,0,0,,
FA,ordering_vs_input,301,3,2,2,1,0,professionalField,
FA,structuring_vs_ordering,301,2,2,2,0,0,,
FA,structuring_vs_input,301,3,2,2,1,0,professionalField,
FA,ordering_vs_input,302,4,4,4,0,0,,
FA,structuring_vs_ordering,302,4,4,4,0,0,,
FA,structuring_vs_input,302,4,4,4,0,0,,
FA,ordering_vs_input,303,1,1,1,0,0,,
FA,structuring_vs_ordering,303,1,1,1,0,0,,
FA,structuring_vs_input,303,1,1,1,0,0,,
FA,ordering_vs_input,304,2,2,2,0,0,,
FA,structuring_vs_ordering,304,2,2,2,0,0,,
FA,structuring_vs_input,304,2,2,2,0,0,,
FA,ordering_vs_input,305,4,2,2,2,0,industry | industry,
FA,structuring_vs_ordering,305,2,2,2,0,0,,
FA,structuring_vs_input,305,4,2,2,2,0,industry | industry,
FA,ordering_vs_input,306,3,3,3,0,0,,
FA,structuring_vs_ordering,306,3,3,3,0,0,,
FA,structuring_vs_input,306,3,3,3,0,0,,
FA,ordering_vs_input,307,3,3,3,0,0,,
FA,structuring_vs_ordering,307,3,3,3,0,0,,
FA,structuring_vs_input,307,3,3,3,0,0,,
FA,ordering_vs_input,308,3,3,3,0,0,,
FA,structuring_vs_ordering,308,3,3,3,0,0,,
FA,structuring_vs_input,308,3,3,3,0,0,,
FA,ordering_vs_input,309,5,5,5,0,0,,
FA,structuring_vs_ordering,309,5,5,5,0,0,,
FA,structuring_vs_input,309,5,5,5,0,0,,
FA,ordering_vs_input,310,4,3,3,1,0,cosparId,
FA,structuring_vs_ordering,310,3,3,3,0,0,,
FA,structuring_vs_input,310,4,3,3,1,0,cosparId,
FA,ordering_vs_input,311,3,3,3,0,0,,
FA,structuring_vs_ordering,311,3,3,3,0,0,,
FA,structuring_vs_input,311,3,3,3,0,0,,
FA,ordering_vs_input,312,3,3,3,0,0,,
FA,structuring_vs_ordering,312,3,3,3,0,0,,
FA,structuring_vs_input,312,3,3,3,0,0,,
FA,ordering_vs_input,313,2,1,1,1,0,cosparId,
FA,structuring_vs_ordering,313,1,1,1,0,0,,
FA,structuring_vs_input,313,2,1,1,1,0,cosparId,
FA,ordering_vs_input,314,4,4,4,0,0,,
FA,structuring_vs_ordering,314,4,4,4,0,0,,
FA,structuring_vs_input,314,4,4,4,0,0,,
FA,ordering_vs_input,315,2,2,2,0,0,,
FA,structuring_vs_ordering,315,2,2,2,0,0,,
FA,structuring_vs_input,315,2,2,2,0,0,,
FA,ordering_vs_input,316,1,1,1,0,0,,
FA,structuring_vs_ordering,316,1,1,1,0,0,,
FA,structuring_vs_input,316,1,1,1,0,0,,
FA,ordering_vs_input,317,1,1,1,0,0,,
FA,structuring_vs_ordering,317,1,1,1,0,0,,
FA,structuring_vs_input,317,1,1,1,0,0,,
FA,ordering_vs_input,318,4,3,3,1,0,writer,
FA,structuring_vs_ordering,318,3,3,3,0,0,,
FA,structuring_vs_input,318,4,3,3,1,0,writer,
FA,ordering_vs_input,319,4,4,4,0,0,,
FA,structuring_vs_ordering,319,4,4,4,0,0,,
FA,structuring_vs_input,319,4,4,4,0,0,,
FA,ordering_vs_input,320,1,1,1,0,0,,
FA,structuring_vs_ordering,320,1,1,1,0,0,,
FA,structuring_vs_input,320,1,1,1,0,0,,
FA,ordering_vs_input,321,3,3,3,0,0,,
FA,structuring_vs_ordering,321,3,3,3,0,0,,
FA,structuring_vs_input,321,3,3,3,0,0,,
FA,ordering_vs_input,322,4,4,4,0,0,,
FA,structuring_vs_ordering,322,4,4,4,0,0,,
FA,structuring_vs_input,322,4,4,4,0,0,,
FA,ordering_vs_input,323,5,3,3,2,0,releaseDate | producer,
FA,structuring_vs_ordering,323,3,3,3,0,0,,
FA,structuring_vs_input,323,5,3,3,2,0,releaseDate | producer,
FA,ordering_vs_input,324,4,4,4,0,0,,
FA,structuring_vs_ordering,324,4,4,4,0,0,,
FA,structuring_vs_input,324,4,4,4,0,0,,
FA,ordering_vs_input,325,1,1,1,0,0,,
FA,structuring_vs_ordering,325,1,1,1,0,0,,
FA,structuring_vs_input,325,1,1,1,0,0,,
FA,ordering_vs_input,326,3,3,3,0,0,,
FA,structuring_vs_ordering,326,3,3,3,0,0,,
FA,structuring_vs_input,326,3,3,3,0,0,,
FA,ordering_vs_input,327,2,1,1,1,0,writer,
FA,structuring_vs_ordering,327,1,1,1,0,0,,
FA,structuring_vs_input,327,2,1,1,1,0,writer,
FA,ordering_vs_input,328,5,4,4,1,0,icaoLocationIdentifier,
FA,structuring_vs_ordering,328,4,4,4,0,0,,
FA,structuring_vs_input,328,5,4,4,1,0,icaoLocationIdentifier,
FA,ordering_vs_input,329,2,2,2,0,0,,
FA,structuring_vs_ordering,329,2,2,2,0,0,,
FA,structuring_vs_input,329,2,2,2,0,0,,
FA,ordering_vs_input,330,5,5,5,0,0,,
FA,structuring_vs_ordering,330,5,5,5,0,0,,
FA,structuring_vs_input,330,5,5,5,0,0,,
FA,ordering_vs_input,331,6,4,4,2,0,editing | writer,
FA,structuring_vs_ordering,331,4,4,4,0,0,,
FA,structuring_vs_input,331,6,4,4,2,0,editing | writer,
FA,ordering_vs_input,332,5,5,5,0,0,,
FA,structuring_vs_ordering,332,5,5,5,0,0,,
FA,structuring_vs_input,332,5,5,5,0,0,,
FA,ordering_vs_input,333,2,2,2,0,0,,
FA,structuring_vs_ordering,333,2,2,2,0,0,,
FA,structuring_vs_input,333,2,2,2,0,0,,
FA,ordering_vs_input,334,3,1,1,2,0,producer | runtime,
FA,structuring_vs_ordering,334,1,1,1,0,0,,
FA,structuring_vs_input,334,3,1,1,2,0,producer | runtime,
FA,ordering_vs_input,335,1,1,1,0,0,,
FA,structuring_vs_ordering,335,1,1,1,0,0,,
FA,structuring_vs_input,335,1,1,1,0,0,,
FA,ordering_vs_input,336,4,3,3,1,0,professionalField,
FA,structuring_vs_ordering,336,3,3,3,0,0,,
FA,structuring_vs_input,336,4,3,3,1,0,professionalField,
FA,ordering_vs_input,337,1,1,1,0,0,,
FA,structuring_vs_ordering,337,1,1,1,0,0,,
FA,structuring_vs_input,337,1,1,1,0,0,,
