dataset,analysis,example_id,n_source,n_predicted,n_matched,n_omitted,n_added,omitted_predicates,added_predicates
FA,ordering_vs_input,1244,6,3,3,3,0,writer | runtime | writer,
FA,structuring_vs_ordering,1244,3,3,3,0,0,,
FA,structuring_vs_input,1244,6,3,3,3,0,writer | runtime | writer,
FA,ordering_vs_input,1245,3,3,3,0,0,,
FA,structuring_vs_ordering,1245,3,3,3,0,0,,
FA,structuring_vs_input,1245,3,3,3,0,0,,
FA,ordering_vs_input,1246,2,2,2,0,0,,
FA,structuring_vs_ordering,1246,2,2,2,0,0,,
FA,structuring_vs_input,1246,2,2,2,0,0,,
FA,ordering_vs_input,1247,4,4,4,0,0,,
FA,structuring_vs_ordering,1247,4,4,4,0,0,,
FA,structuring_vs_input,1247,4,4,4,0,0,,
FA,ordering_vs_input,1248,4,4,4,0,0,,
FA,structuring_vs_ordering,1248,4,4,4,0,0,,
FA,structuring_vs_input,1248,4,4,4,0,0,,
FA,ordering_vs_input,1249,1,1,1,0,0,,
FA,structuring_vs_ordering,1249,1,1,1,0,0,,
FA,structuring_vs_input,1249,1,1,1,0,0,,
FA,ordering_vs_input,1250,5,4,4,1,0,editing,
FA,structuring_vs_ordering,1250,4,4,4,0,0,,
FA,structuring_vs_input,1250,5,4,4,1,0,editing,
FA,ordering_vs_input,1251,4,4,4,0,0,,
FA,structuring_vs_ordering,1251,4,4,4,0,0,,
FA,structuring_vs_input,1251,4,4,4,0,0,,
FA,ordering_vs_input,1252,2,2,2,0,0,,
FA,structuring_vs_ordering,1252,2,2,2,0,0,,
FA,structuring_vs_input,1252,2,2,2,0,0,,
FA,ordering_vs_input,1253,7,7,7,0,0,,
FA,structuring_vs_ordering,1253,7,7,7,0,0,,
FA,structuring_vs_input,1253,7,7,7,0,0,,
FA,ordering_vs_input,1254,4,4,4,0,0,,
FA,structuring_vs_ordering,1254,4,4,4,0,0,,
FA,structuring_vs_input,1254,4,4,4,0,0,,
FA,ordering_vs_input,1255,3,3,3,0,0,,
FA,structuring_vs_ordering,1255,3,3,3,0,0,,
FA,structuring_vs_input,1255,3,3,3,0,0,,
FA,ordering_vs_input,1256,3,2,2,1,0,training,
FA,structuring_vs_ordering,1256,2,2,2,0,0,,
FA,structuring_vs_input,1256,3,2,2,1,0,training,
FA,ordering_vs_input,1257,1,1,1,0,0,,
FA,structuring_vs_ordering,1257,1,1,1,0,0,,
FA,structuring_vs_input,1257,1,1,1,0,0,,
FA,ordering_vs_input,1258,1,1,1,0,0,,
FA,structuring_vs_ordering,1258,1,1,1,0,0,,
FA,structuring_vs_input,1258,1,1,1,0,0,,
FA,ordering_vs_input,1259,3,3,3,0,0,,
FA,structuring_vs_ordering,1259,3,3,3,0,0,,
FA,structuring_vs_input,1259,3,3,3,0,0,,
FA,ordering_vs_input,1260,5,4,4,1,0,type,
FA,structuring_vs_ordering,1260,4,4,4,0,0,,
FA,structuring_vs_input,1260,5,4,4,1,0,type,
FA,ordering_vs_input,1261,1,1,1,0,0,,
FA,structuring_vs_ordering,1261,1,1,1,0,0,,
FA,structuring_vs_input,1261,1,1,1,0,0,,
FA,ordering_vs_input,1262,1,1,1,0,0,,
FA,structuring_vs_ordering,1262,1,1,1,0,0,,
FA,structuring_vs_input,1262,1,1,1,0,0,,
FA,ordering_vs_input,1263,2,2,2,0,0,,
FA,structuring_vs_ordering,1263,2,2,2,0,0,,
FA,structuring_vs_input,1263,2,2,2,0,0,,
FA,ordering_vs_input,1264,3,3,3,0,0,,
FA,structuring_vs_ordering,1264,3,3,3,0,0,,
FA,structuring_vs_input,1264,3,3,3,0,0,,
FA,ordering_vs_input,1265,3,2,2,1,0,type,
FA,structuring_vs_ordering,1265,2,2,2,0,0,,
FA,structuring_vs_input,1265,3,2,2,1,0,type,
FA,ordering_vs_input,1266,5,5,5,0,0,,
FA,structuring_vs_ordering,1266,5,5,5,0,0,,
FA,structuring_vs_input,1266,5,5,5,0,0,,
FA,ordering_vs_input,1267,4,4,4,0,0,,
FA,structuring_vs_ordering,1267,4,4,4,0,0,,
FA,structuring_vs_input,1267,4,4,4,0,0,,
FA,ordering_vs_input,1268,6,6,6,0,0,,
FA,structuring_vs_ordering,1268,6,6,6,0,0,,
FA,structuring_vs_input,1268,6,6,6,0,0,,
FA,ordering_vs_input,1269,2,2,2,0,0,,
FA,structuring_vs_ordering,1269,2,2,2,0,0,,
FA,structuring_vs_input,1269,2,2,2,0,0,,
FA,ordering_vs_input,1270,3,3,3,0,0,,
FA,structuring_vs_ordering,1270,3,3,3,0,0,,
FA,structuring_vs_input,1270,3,3,3,0,0,,
FA,ordering_vs_input,1271,2,2,2,0,0,,
FA,structuring_vs_ordering,1271,2,2,2,0,0,,
FA,structuring_vs_input,1271,2,2,2,0,0,,
FA,ordering_vs_input,1272,1,1,1,0,0,,
FA,structuring_vs_ordering,1272,1,1,1,0,0,,
FA,structuring_vs_input,1272,1,1,1,0,0,,
FA,ordering_vs_input,1273,5,5,5,0,0,,
FA,structuring_vs_ordering,1273,5,5,5,0,0,,
FA,structuring_vs_input,1273,5,5,5,0,0,,
FA,ordering_vs_input,1274,3,3,3,0,0,,
FA,structuring_vs_ordering,1274,3,3,3,0,0,,
FA,structuring_vs_input,1274,3,3,3,0,0,,
FA,ordering_vs_input,1275,4,4,4,0,0,,
FA,structuring_vs_ordering,1275,4,4,4,0,0,,
FA,structuring_vs_input,1275,4,4,4,0,0,,
FA,ordering_vs_input,1276,4,2,2,2,0,citizenship | professionalField,
FA,structuring_vs_ordering,1276,2,2,2,0,0,,
FA,structuring_vs_input,1276,4,2,2,2,0,citizenship | professionalField,
FA,ordering_vs_input,1277,1,1,1,0,0,,
FA,structuring_vs_ordering,1277,1,1,1,0,0,,
FA,structuring_vs_input,1277,1,1,1,0,0,,
FA,ordering_vs_input,1278,4,4,4,0,0,,
FA,structuring_vs_ordering,1278,4,4,4,0,0,,
FA,structuring_vs_input,1278,4,4,4,0,0,,
FA,ordering_vs_input,1279,5,5,5,0,0,,
FA,structuring_vs_ordering,1279,5,5,5,0,0,,
FA,structuring_vs_input,1279,5,5,5,0,0,,
FA,ordering_vs_input,1280,2,2,2,0,0,,
FA,structuring_vs_ordering,1280,2,2,2,0,0,,
FA,structuring_vs_input,1280,2,2,2,0,0,,
FA,ordering_vs_input,1281,6,6,6,0,0,,
FA,structuring_vs_ordering,1281,6,6,6,0,0,,
FA,structuring_vs_input,1281,6,6,6,0,0,,
FA,ordering_vs_input,1282,1,1,1,0,0,,
FA,structuring_vs_ordering,1282,1,1,1,0,0,,
FA,structuring_vs_input,1282,1,1,1,0,0,,
FA,ordering_vs_input,1283,1,1,1,0,0,,
FA,structuring_vs_ordering,1283,1,1,1,0,0,,
FA,structuring_vs_input,1283,1,1,1,0,0,,
FA,ordering_vs_input,1284,1,1,1,0,0,,
FA,structuring_vs_ordering,1284,1,1,1,0,0,,
FA,structuring_vs_input,1284,1,1,1,0,0,,
FA,ordering_vs_input,1285,3,3,3,0,0,,
FA,structuring_vs_ordering,1285,3,3,3,0,0,,
FA,structuring_vs_input,1285,3,3,3,0,0,,
FA,ordering_vs_input,1286,1,1,1,0,0,,
FA,structuring_vs_ordering,1286,1,1,1,0,0,,
FA,structuring_vs_input,1286,1,1,1,0,0,,
FA,ordering_vs_input,1287,7,7,7,0,0,,
FA,structuring_vs_ordering,1287,7,7,7,0,0,,
FA,structuring_vs_input,1287,7,7,7,0,0,,
FA,ordering_vs_input,1288,2,2,2,0,0,,
FA,structuring_vs_ordering,1288,2,2,2,0,0,,
FA,structuring_vs_input,1288,2,2,2,0,0,,
FA,ordering_vs_input,1289,2,2,2,0,0,,
FA,structuring_vs_ordering,1289,2,2,2,0,0,,
FA,structuring_vs_input,1289,2,2,2,0,0,,
FA,ordering_vs_input,1290,1,1,1,0,0,,
FA,structuring_vs_ordering,1290,1,1,1,0,0,,
FA,structuring_vs_input,1290,1,1,1,0,0,,
FA,ordering_vs_input,1291,2,2,2,0,0,,
FA,structuring_vs_ordering,1291,2,2,2,0,0,,
FA,structuring_vs_input,1291,2,2,2,0,0,,
FA,ordering_vs_input,1292,5,5,5,0,0,,
FA,structuring_vs_ordering,1292,5,5,5,0,0,,
FA,structuring_vs_input,1292,5,5,5,0,0,,
FA,ordering_vs_input,1293,3,1,1,2,0,professionalField | professionalField,
FA,structuring_vs_ordering,1293,1,1,1,0,0,,
FA,structuring_vs_input,1293,3,1,1,2,0,professionalField | professionalField,
FA,ordering_vs_input,1294,1,1,1,0,0,,
FA,structuring_vs_ordering,1294,1,1,1,0,0,,
FA,structuring_vs_input,1294,1,1,1,0,0,,
FA,ordering_vs_input,1295,1,1,1,0,0,,
FA,structuring_vs_ordering,1295,1,1,1,0,0,,
FA,structuring_vs_input,1295,1,1,1,0,0,,
FA,ordering_vs_input,1296,5,4,4,1,0,type,
FA,structuring_vs_ordering,1296,4,4,4,0,0,,
FA,structuring_vs_input,1296,5,4,4,1,0,type,
FA,ordering_vs_input,1297,4,3,3,1,0,type,
FA,structuring_vs_ordering,1297,3,3,3,0,0,,
FA,structuring_vs_input,1297,4,3,3,1,0,type,
FA,ordering_vs_input,1298,2,2,2,0,0,,
FA,structuring_vs_ordering,1298,2,2,2,0,0,,
FA,structuring_vs_input,1298,2,2,2,0,0,,
FA,ordering_vs_input,1299,5,5,5,0,0,,
FA,structuring_vs_ordering,1299,5,5,5,0,0,,
FA,structuring_vs_input,1299,5,5,5,0,0,,
FA,ordering_vs_input,1300,4,4,4,0,0,,
FA,structuring_vs_ordering,1300,4,4,4,0,0,,
FA,structuring_vs_input,1300,4,4,4,0,0,,
FA,ordering_vs_input,1301,5,5,5,0,0,,
FA,structuring_vs_ordering,1301,5,5,5,0,0,,
FA,structuring_vs_input,1301,5,5,5,0,0,,
FA,ordering_vs_input,1302,3,3,3,0,0,,
FA,structuring_vs_ordering,1302,3,3,3,0,0,,
FA,structuring_vs_input,1302,3,3,3,0,0,,
FA,ordering_vs_input,1303,1,1,1,0,0,,
FA,structuring_vs_ordering,1303,1,1,1,0,0,,
FA,structuring_vs_input,1303,1,1,1,0,0,,
FA,ordering_vs_input,1304,3,3,3,0,0,,
FA,structuring_vs_ordering,1304,3,3,3,0,0,,
FA,structuring_vs_input,1304,3,3,3,0,0,,
FA,ordering_vs_input,1305,7,6,6,1,0,tenant,
FA,structuring_vs_ordering,1305,6,6,6,0,0,,
FA,structuring_vs_input,1305,7,6,6,1,0,tenant,
FA,ordering_vs_input,1306,3,3,3,0,0,,
FA,structuring_vs_ordering,1306,3,3,3,0,0,,
FA,structuring_vs_input,1306,3,3,3,0,0,,
FA,ordering_vs_input,1307,1,1,1,0,0,,
FA,structuring_vs_ordering,1307,1,1,1,0,0,,
FA,structuring_vs_input,1307,1,1,1,0,0,,
FA,ordering_vs_input,1308,2,2,2,0,0,,
FA,structuring_vs_ordering,1308,2,2,2,0,0,,
FA,structuring_vs_input,1308,2,2,2,0,0,,
FA,ordering_vs_input,1309,3,3,3,0,0,,
FA,structuring_vs_ordering,1309,3,3,3,0,0,,
FA,structuring_vs_input,1309,3,3,3,0,0,,
FA,ordering_vs_input,1310,1,1,1,0,0,,
FA,structuring_vs_ordering,1310,1,1,1,0,0,,
FA,structuring_vs_input,1310,1,1,1,0,0,,
FA,ordering_vs_input,1311,1,1,1,0,0,,
FA,structuring_vs_ordering,1311,1,1,1,0,0,,
FA,structuring_vs_input,1311,1,1,1,0,0,,
FA,ordering_vs_input,1312,4,3,3,1,0,type,
FA,structuring_vs_ordering,1312,3,3,3,0,0,,
FA,structuring_vs_input,1312,4,3,3,1,0,type,
FA,ordering_vs_input,1313,2,2,2,0,0,,
FA,structuring_vs_ordering,1313,2,2,2,0,0,,
FA,structuring_vs_input,1313,2,2,2,0,0,,
FA,ordering_vs_input,1314,3,3,3,0,0,,
FA,structuring_vs_ordering,1314,3,3,3,0,0,,
FA,structuring_vs_input,1314,3,3,3,0,0,,
FA,ordering_vs_input,1315,5,5,5,0,0,,
FA,structuring_vs_ordering,1315,5,5,5,0,0,,
FA,structuring_vs_input,1315,5,5,5,0,0,,
FA,ordering_vs_input,1316,1,1,1,0,0,,
FA,structuring_vs_ordering,1316,1,1,1,0,0,,
FA,structuring_vs_input,1316,1,1,1,0,0,,
FA,ordering_vs_input,1317,6,5,5,1,0,mainIngredient,
FA,structuring_vs_ordering,1317,5,5,5,0,0,,
FA,structuring_vs_input,1317,6,5,5,1,0,mainIngredient,
FA,ordering_vs_input,1318,4,4,4,0,0,,
FA,structuring_vs_ordering,1318,4,4,4,0,0,,
FA,structuring_vs_input,1318,4,4,4,0,0,,
FA,ordering_vs_input,1319,5,5,5,0,0,,
FA,structuring_vs_ordering,1319,5,5,5,0,0,,
FA,structuring_vs_input,1319,5,5,5,0,0,,
FA,ordering_vs_input,1320,5,5,5,0,0,,
FA,structuring_vs_ordering,1320,5,5,5,0,0,,
FA,structuring_vs_input,1320,5,5,5,0,0,,
FA,ordering_vs_input,1321,3,3,3,0,0,,
FA,structuring_vs_ordering,1321,3,3,3,0,0,,
FA,structuring_vs_input,1321,3,3,3,0,0,,
FA,ordering_vs_input,1322,1,1,1,0,0,,
FA,structuring_vs_ordering,1322,1,1,1,0,0,,
FA,structuring_vs_input,1322,1,1,1,0,0,,
FA,ordering_vs_input,1323,7,7,7,0,0,,
FA,structuring_vs_ordering,1323,7,7,7,0,0,,
FA,structuring_vs_input,1323,7,7,7,0,0,,
FA,ordering_vs_input,1324,1,1,1,0,0,,
FA,structuring_vs_ordering,1324,1,1,1,0,0,,
FA,structuring_vs_input,1324,1,1,1,0,0,,
FA,ordering_vs_input,1325,5,1,1,4,0,runtime | editing | producer | writer,
FA,structuring_vs_ordering,1325,1,1,1,0,0,,
FA,structuring_vs_input,1325,5,1,1,4,0,runtime | editing | producer | writer,
FA,ordering_vs_input,1326,1,1,1,0,0,,
FA,structuring_vs_ordering,1326,1,1,1,0,0,,
FA,structuring_vs_input,1326,1,1,1,0,0,,
FA,ordering_vs_input,1327,4,3,3,1,0,city,
FA,structuring_vs_ordering,1327,3,3,3,0,0,,
FA,structuring_vs_input,1327,4,3,3,1,0,city,
FA,ordering_vs_input,1328,3,1,1,2,0,producer | artist,
FA,structuring_vs_ordering,1328,1,1,1,0,0,,
FA,structuring_vs_input,1328,3,1,1,2,0,producer | artist,
FA,ordering_vs_input,1329,4,4,4,0,0,,
FA,structuring_vs_ordering,1329,4,4,4,0,0,,
FA,structuring_vs_input,1329,4,4,4,0,0,,
FA,ordering_vs_input,1330,5,5,5,0,0,,
FA,structuring_vs_ordering,1330,5,5,5,0,0,,
FA,structuring_vs_input,1330,5,5,5,0,0,,
FA,ordering_vs_input,1331,1,1,1,0,0,,
FA,structuring_vs_ordering,1331,1,1,1,0,0,,
FA,structuring_vs_input,1331,1,1,1,0,0,,
FA,ordering_vs_input,1332,3,2,2,1,0,type,
FA,structuring_vs_ordering,1332,2,2,2,0,0,,
FA,structuring_vs_input,1332,3,2,2,1,0,type,
FA,ordering_vs_input,1333,3,3,3,0,0,,
FA,structuring_vs_ordering,1333,3,3,3,0,0,,
FA,structuring_vs_input,1333,3,3,3,0,0,,
FA,ordering_vs_input,1334,4,2,2,2,0,runtime | artist,
FA,structuring_vs_ordering,1334,2,2,2,0,0,,
FA,structuring_vs_input,1334,4,2,2,2,0,runtime | artist,
FA,ordering_vs_input,1335,3,1,1,2,0,producer | writer,
FA,structuring_vs_ordering,1335,1,1,1,0,0,,
FA,structuring_vs_input,1335,3,1,1,2,0,producer | writer,
FA,ordering_vs_input,1336,4,4,4,0,0,,
FA,structuring_vs_ordering,1336,4,4,4,0,0,,
FA,structuring_vs_input,1336,4,4,4,0,0,,
FA,ordering_vs_input,1337,1,1,1,0,0,,
FA,structuring_vs_ordering,1337,1,1,1,0,0,,
FA,structuring_vs_input,1337,1,1,1,0,0,,
FA,ordering_vs_input,1338,2,2,2,0,0,,
FA,structuring_vs_ordering,1338,2,2,2,0,0,,
FA,structuring_vs_input,1338,2,2,2,0,0,,
FA,ordering_vs_input,1339,5,4,4,1,0,longName,
FA,structuring_vs_ordering,1339,4,4,4,0,0,,
FA,structuring_vs_input,1339,5,4,4,1,0,longName,
FA,ordering_vs_input,1340,5,5,5,0,0,,
FA,structuring_vs_ordering,1340,5,5,5,0,0,,
FA,structuring_vs_input,1340,5,5,5,0,0,,
FA,ordering_vs_input,1341,1,1,1,0,0,,
FA,structuring_vs_ordering,1341,1,1,1,0,0,,
FA,structuring_vs_input,1341,1,1,1,0,0,,
FA,ordering_vs_input,1342,1,1,1,0,0,,
FA,structuring_vs_ordering,1342,1,1,1,0,0,,
FA,structuring_vs_input,1342,1,1,1,0,0,,
FA,ordering_vs_input,1343,1,1,1,0,0,,
FA,structuring_vs_ordering,1343,1,1,1,0,0,,
FA,structuring_vs_input,1343,1,1,1,0,0,,
FA,ordering_vs_input,1344,5,4,4,1,0,city,
FA,structuring_vs_ordering,1344,4,4,4,0,0,,
FA,structuring_vs_input,1344,5,4,4,1,0,city,
FA,ordering_vs_input,1345,3,3,3,0,0,,
FA,structuring_vs_ordering,1345,3,3,3,0,0,,
FA,structuring_vs_input,1345,3,3,3,0,0,,
FA,ordering_vs_input,1346,3,3,3,0,0,,
FA,structuring_vs_ordering,1346,3,3,3,0,0,,
FA,structuring_vs_input,1346,3,3,3,0,0,,
FA,ordering_vs_input,1347,2,2,2,0,0,,
FA,structuring_vs_ordering,1347,2,2,2,0,0,,
FA,structuring_vs_input,1347,2,2,2,0,0,,
FA,ordering_vs_input,1348,2,2,2,0,0,,
FA,structuring_vs_ordering,1348,2,2,2,0,0,,
FA,structuring_vs_input,1348,2,2,2,0,0,,
FA,ordering_vs_input,1349,5,4,4,1,0,professionalField,
FA,structuring_vs_ordering,1349,4,4,4,0,0,,
FA,structuring_vs_input,1349,5,4,4,1,0,professionalField,
FA,ordering_vs_input,1350,1,1,1,0,0,,
FA,structuring_vs_ordering,1350,1,1,1,0,0,,
FA,structuring_vs_input,1350,1,1,1,0,0,,
FA,ordering_vs_input,1351,1,1,1,0,0,,
FA,structuring_vs_ordering,1351,1,1,1,0,0,,
FA,structuring_vs_input,1351,1,1,1,0,0,,
FA,ordering_vs_input,1352,4,3,3,1,0,citizenship,
FA,structuring_vs_ordering,1352,3,3,3,0,0,,
FA,structuring_vs_input,1352,4,3,3,1,0,citizenship,
FA,ordering_vs_input,1353,4,4,4,0,0,,
FA,structuring_vs_ordering,1353,4,4,4,0,0,,
FA,structuring_vs_input,1353,4,4,4,0,0,,
FA,ordering_vs_input,1354,2,2,2,0,0,,
FA,structuring_vs_ordering,1354,2,2,2,0,0,,
FA,structuring_vs_input,1354,2,2,2,0,0,,
FA,ordering_vs_input,1355,1,1,1,0,0,,
FA,structuring_vs_ordering,1355,1,1,1,0,0,,
FA,structuring_vs_input,1355,1,1,1,0,0,,
FA,ordering_vs_input,1356,1,1,1,0,0,,
FA,structuring_vs_ordering,1356,1,1,1,0,0,,
FA,structuring_vs_input,1356,1,1,1,0,0,,
FA,ordering_vs_input,1357,3,3,3,0,0,,
FA,structuring_vs_ordering,1357,3,3,3,0,0,,
FA,structuring_vs_input,1357,3,3,3,0,0,,
FA,ordering_vs_input,1358,4,4,4,0,0,,
FA,structuring_vs_ordering,1358,4,4,4,0,0,,
FA,structuring_vs_input,1358,4,4,4,0,0,,
FA,ordering_vs_input,1359,4,4,4,0,0,,
FA,structuring_vs_ordering,1359,4,4,4,0,0,,
FA,structuring_vs_input,1359,4,4,4,0,0,,
FA,ordering_vs_input,1360,6,6,6,0,0,,
FA,structuring_vs_ordering,1360,6,6,6,0,0,,
FA,structuring_vs_input,1360,6,6,6,0,0,,
FA,ordering_vs_input,1361,4,3,3,1,0,professionalField,
FA,structuring_vs_ordering,1361,3,3,3,0,0,,
FA,structuring_vs_input,1361,4,3,3,1,0,professionalField,
FA,ordering_vs_input,1362,5,5,5,0,0,,
FA,structuring_vs_ordering,1362,5,5,5,0,0,,
FA,structuring_vs_input,1362,5,5,5,0,0,,
FA,ordering_vs_input,1363,3,3,3,0,0,,
FA,structuring_vs_ordering,1363,3,3,3,0,0,,
FA,structuring_vs_input,1363,3,3,3,0,0,,
FA,ordering_vs_input,1364,7,4,4,3,0,editing | producer | writer,
FA,structuring_vs_ordering,1364,4,4,4,0,0,,
FA,structuring_vs_input,1364,7,4,4,3,0,editing | producer | writer,
FA,ordering_vs_input,1365,1,1,1,0,0,,
FA,structuring_vs_ordering,1365,1,1,1,0,0,,
FA,structuring_vs_input,1365,1,1,1,0,0,,
FA,ordering_vs_input,1366,3,3,3,0,0,,
FA,structuring_vs_ordering,1366,3,3,3,0,0,,
FA,structuring_vs_input,1366,3,3,3,0,0,,
FA,ordering_vs_input,1367,2,2,2,0,0,,
FA,structuring_vs_ordering,1367,2,2,2,0,0,,
FA,structuring_vs_input,1367,2,2,2,0,0,,
FA,ordering_vs_input,1368,5,5,5,0,0,,
FA,structuring_vs_ordering,1368,5,5,5,0,0,,
FA,structuring_vs_input,1368,5,5,5,0,0,,
FA,ordering_vs_input,1369,2,2,2,0,0,,
FA,structuring_vs_ordering,1369,2,2,2,0,0,,
FA,structuring_vs_input,1369,2,2,2,0,0,,
FA,ordering_vs_input,1370,3,3,3,0,0,,
FA,structuring_vs_ordering,1370,3,3,3,0,0,,
FA,structuring_vs_input,1370,3,3,3,0,0,,
FA,ordering_vs_input,1371,1,1,1,0,0,,
FA,structuring_vs_ordering,1371,1,1,1,0,0,,
FA,structuring_vs_input,1371,1,1,1,0,0,,
FA,ordering_vs_input,1372,4,3,3,1,0,industry,
FA,structuring_vs_ordering,1372,3,3,3,0,0,,
FA,structuring_vs_input,1372,4,3,3,1,0,industry,
FA,ordering_vs_input,1373,1,1,1,0,0,,
FA,structuring_vs_ordering,1373,1,1,1,0,0,,
FA,structuring_vs_input,1373,1,1,1,0,0,,
FA,ordering_vs_input,1374,1,1,1,0,0,,
FA,structuring_vs_ordering,1374,1,1,1,0,0,,
FA,structuring_vs_input,1374,1,1,1,0,0,,
FA,ordering_vs_input,1375,5,5,5,0,0,,
FA,structuring_vs_ordering,1375,5,5,5,0,0,,
FA,structuring_vs_input,1375,5,5,5,0,0,,
FA,ordering_vs_input,1376,6,6,6,0,0,,
FA,structuring_vs_ordering,1376,6,6,6,0,0,,
FA,structuring_vs_input,1376,6,6,6,0,0,,
FA,ordering_vs_input,1377,6,4,4,2,0,editing | producer,
FA,structuring_vs_ordering,1377,4,4,4,0,0,,
FA,structuring_vs_input,1377,6,4,4,2,0,editing | producer,
FA,ordering_vs_input,1378,5,2,2,3,0,editing | producer | writer,
FA,structuring_vs_ordering,1378,2,2,2,0,0,,
FA,structuring_vs_input,1378,5,2,2,3,0,editing | producer | writer,
FA,ordering_vs_input,1379,2,2,2,0,0,,
FA,structuring_vs_ordering,1379,2,2,2,0,0,,
FA,structuring_vs_input,1379,2,2,2,0,0,,
FA,ordering_vs_input,1380,4,4,4,0,0,,
FA,structuring_vs_ordering,1380,4,4,4,0,0,,
FA,structuring_vs_input,1380,4,4,4,0,0,,
FA,ordering_vs_input,1381,6,6,6,0,0,,
FA,structuring_vs_ordering,1381,6,6,6,0,0,,
FA,structuring_vs_input,1381,6,6,6,0,0,,
FA,ordering_vs_input,1382,5,3,3,2,0,staff | numberOfDoctoralStudents,
FA,structuring_vs_ordering,1382,3,3,3,0,0,,
FA,structuring_vs_input,1382,5,3,3,2,0,staff | numberOfDoctoralStudents,
FA,ordering_vs_input,1383,3,3,3,0,0,,
FA,structuring_vs_ordering,1383,3,3,3,0,0,,
FA,structuring_vs_input,1383,3,3,3,0,0,,
FA,ordering_vs_input,1384,1,1,1,0,0,,
FA,structuring_vs_ordering,1384,1,1,1,0,0,,
FA,structuring_vs_input,1384,1,1,1,0,0,,
FA,ordering_vs_input,1385,3,3,3,0,0,,
FA,structuring_vs_ordering,1385,3,3,3,0,0,,
FA,structuring_vs_input,1385,3,3,3,0,0,,
FA,ordering_vs_input,1386,2,2,2,0,0,,
FA,structuring_vs_ordering,1386,2,2,2,0,0,,
FA,structuring_vs_input,1386,2,2,2,0,0,,
FA,ordering_vs_input,1387,3,2,2,1,0,knownFor,
FA,structuring_vs_ordering,1387,2,2,2,0,0,,
FA,structuring_vs_input,1387,3,2,2,1,0,knownFor,
FA,ordering_vs_input,1388,1,1,1,0,0,,
FA,structuring_vs_ordering,1388,1,1,1,0,0,,
FA,structuring_vs_input,1388,1,1,1,0,0,,
FA,ordering_vs_input,1389,1,1,1,0,0,,
FA,structuring_vs_ordering,1389,1,1,1,0,0,,
FA,structuring_vs_input,1389,1,1,1,0,0,,
FA,ordering_vs_input,1390,2,2,2,0,0,,
FA,structuring_vs_ordering,1390,2,2,2,0,0,,
FA,structuring_vs_input,1390,2,2,2,0,0,,
FA,ordering_vs_input,1391,4,4,4,0,0,,
FA,structuring_vs_ordering,1391,4,4,4,0,0,,
FA,structuring_vs_input,1391,4,4,4,0,0,,
FA,ordering_vs_input,1392,1,1,1,0,0,,
FA,structuring_vs_ordering,1392,1,1,1,0,0,,
FA,structuring_vs_input,1392,1,1,1,0,0,,
FA,ordering_vs_input,1393,7,7,7,0,0,,
FA,structuring_vs_ordering,1393,7,7,7,0,0,,
FA,structuring_vs_input,1393,7,7,7,0,0,,
FA,ordering_vs_input,1394,4,3,3,1,0,citizenship,
FA,structuring_vs_ordering,1394,3,3,3,0,0,,
FA,structuring_vs_input,1394,4,3,3,1,0,citizenship,
FA,ordering_vs_input,1395,1,1,1,0,0,,
FA,structuring_vs_ordering,1395,1,1,1,0,0,,
FA,structuring_vs_input,1395,1,1,1,0,0,,
FA,ordering_vs_input,1396,1,1,1,0,0,,
FA,structuring_vs_ordering,1396,1,1,1,0,0,,
FA,structuring_vs_input,1396,1,1,1,0,0,,
FA,ordering_vs_input,1397,3,3,3,0,0,,
FA,structuring_vs_ordering,1397,3,3,3,0,0,,
FA,structuring_vs_input,1397,3,3,3,0,0,,
FA,ordering_vs_input,1398,3,3,3,0,0,,
FA,structuring_vs_ordering,1398,3,3,3,0,0,,
FA,structuring_vs_input,1398,3,3,3,0,0,,
FA,ordering_vs_input,1399,7,4,4,3,0,location | city | state,
FA,structuring_vs_ordering,1399,4,4,4,0,0,,
FA,structuring_vs_input,1399,7,4,4,3,0,location | city | state,
FA,ordering_vs_input,1400,7,6,6,1,0,status,
FA,structuring_vs_ordering,1400,6,6,6,0,0,,
FA,structuring_vs_input,1400,7,6,6,1,0,status,
FA,ordering_vs_input,1401,7,4,4,3,0,artist | producer | runtime,
FA,structuring_vs_ordering,1401,4,4,4,0,0,,
FA,structuring_vs_input,1401,7,4,4,3,0,artist | producer | runtime,
FA,ordering_vs_input,1402,4,4,4,0,0,,
FA,structuring_vs_ordering,1402,4,4,4,0,0,,
FA,structuring_vs_input,1402,4,4,4,0,0,,
FA,ordering_vs_input,1403,3,3,3,0,0,,
FA,structuring_vs_ordering,1403,3,3,3,0,0,,
FA,structuring_vs_input,1403,3,3,3,0,0,,
FA,ordering_vs_input,1404,1,1,1,0,0,,
FA,structuring_vs_ordering,1404,1,1,1,0,0,,
FA,structuring_vs_input,1404,1,1,1,0,0,,
FA,ordering_vs_input,1405,1,1,1,0,0,,
FA,structuring_vs_ordering,1405,1,1,1,0,0,,
FA,structuring_vs_input,1405,1,1,1,0,0,,
FA,ordering_vs_input,1406,3,2,2,1,0,releaseDate,
FA,structuring_vs_ordering,1406,2,2,2,0,0,,
FA,structuring_vs_input,1406,3,2,2,1,0,releaseDate,
FA,ordering_vs_input,1407,4,4,4,0,0,,
FA,structuring_vs_ordering,1407,4,4,4,0,0,,
FA,structuring_vs_input,1407,4,4,4,0,0,,
